sequence_id,country_id,strain_id,original_sequence,Amikacin,Bedaquiline,Clofazimine,Delamanid,Ethambutol,Ethionamide,Isoniazid,Kanamycin,Levofloxacin,Linezolid,Moxifloxacin,Rifampicin,Rifabutin,group_key
ERR2184283,Peru,PTAN-0082,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184283/ERR2184283_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184283/ERR2184283_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184308,Peru,PTAN-0107,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184308/ERR2184308_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184308/ERR2184308_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184218,Peru,PTAN-0017,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184218/ERR2184218_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184218/ERR2184218_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184210,Peru,PTAN-0009,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184210/ERR2184210_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184210/ERR2184210_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184319,Peru,PTAN-0118,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/009/ERR2184319/ERR2184319_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/009/ERR2184319/ERR2184319_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184322,Peru,PTAN-0121,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184322/ERR2184322_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184322/ERR2184322_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184316,Peru,PTAN-0115,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184316/ERR2184316_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184316/ERR2184316_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184227,Peru,PTAN-0026,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/007/ERR2184227/ERR2184227_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/007/ERR2184227/ERR2184227_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,Universidad Peruana Cayetano Heredia
ERR2184287,Peru,PTAN-0086,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/007/ERR2184287/ERR2184287_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/007/ERR2184287/ERR2184287_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184314,Peru,PTAN-0113,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/004/ERR2184314/ERR2184314_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/004/ERR2184314/ERR2184314_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184356,Peru,PTAN-0155,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184356/ERR2184356_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184356/ERR2184356_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184306,Peru,PTAN-0105,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184306/ERR2184306_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184306/ERR2184306_2.fastq.gz",R,S,S,S,R,R,R,R,S,S,S,R,R,Universidad Peruana Cayetano Heredia
ERR2184311,Peru,PTAN-0110,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184311/ERR2184311_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184311/ERR2184311_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184326,Peru,PTAN-0125,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184326/ERR2184326_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184326/ERR2184326_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184323,Peru,PTAN-0122,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184323/ERR2184323_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184323/ERR2184323_2.fastq.gz",S,S,S,S,S,S,S,S,R,S,R,S,S,Universidad Peruana Cayetano Heredia
ERR2184320,Peru,PTAN-0119,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184320/ERR2184320_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184320/ERR2184320_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184303,Peru,PTAN-0102,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184303/ERR2184303_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184303/ERR2184303_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184327,Peru,PTAN-0126,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/007/ERR2184327/ERR2184327_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/007/ERR2184327/ERR2184327_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184338,Peru,PTAN-0137,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184338/ERR2184338_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184338/ERR2184338_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184243,Peru,PTAN-0042,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184243/ERR2184243_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184243/ERR2184243_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184313,Peru,PTAN-0112,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184313/ERR2184313_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184313/ERR2184313_2.fastq.gz",S,S,S,NA,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184334,Peru,PTAN-0133,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/004/ERR2184334/ERR2184334_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/004/ERR2184334/ERR2184334_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184325,Peru,PTAN-0124,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/005/ERR2184325/ERR2184325_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/005/ERR2184325/ERR2184325_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,Universidad Peruana Cayetano Heredia
ERR2184336,Peru,PTAN-0135,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184336/ERR2184336_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184336/ERR2184336_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184310,Peru,PTAN-0109,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184310/ERR2184310_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184310/ERR2184310_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184318,Peru,PTAN-0117,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184318/ERR2184318_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184318/ERR2184318_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,Universidad Peruana Cayetano Heredia
ERR2184331,Peru,PTAN-0130,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184331/ERR2184331_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184331/ERR2184331_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,S,Universidad Peruana Cayetano Heredia
ERR2184312,Peru,PTAN-0111,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184312/ERR2184312_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184312/ERR2184312_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184330,Peru,PTAN-0129,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184330/ERR2184330_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184330/ERR2184330_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184346,Peru,PTAN-0145,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184346/ERR2184346_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184346/ERR2184346_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184241,Peru,PTAN-0040,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184241/ERR2184241_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184241/ERR2184241_2.fastq.gz",R,S,S,S,R,R,R,R,S,S,S,R,R,Universidad Peruana Cayetano Heredia
ERR2184302,Peru,PTAN-0101,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184302/ERR2184302_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184302/ERR2184302_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184344,Peru,PTAN-0143,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/004/ERR2184344/ERR2184344_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/004/ERR2184344/ERR2184344_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184349,Peru,PTAN-0148,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/009/ERR2184349/ERR2184349_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/009/ERR2184349/ERR2184349_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184353,Peru,PTAN-0152,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184353/ERR2184353_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184353/ERR2184353_2.fastq.gz",S,S,S,NA,I,S,R,S,S,S,S,R,R,Universidad Peruana Cayetano Heredia
ERR2184307,Peru,PTAN-0106,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/007/ERR2184307/ERR2184307_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/007/ERR2184307/ERR2184307_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184343,Peru,PTAN-0142,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184343/ERR2184343_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184343/ERR2184343_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184332,Peru,PTAN-0131,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184332/ERR2184332_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184332/ERR2184332_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184340,Peru,PTAN-0139,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184340/ERR2184340_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184340/ERR2184340_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184355,Peru,PTAN-0154,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/005/ERR2184355/ERR2184355_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/005/ERR2184355/ERR2184355_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184333,Peru,PTAN-0132,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184333/ERR2184333_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184333/ERR2184333_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184342,Peru,PTAN-0141,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184342/ERR2184342_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184342/ERR2184342_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184352,Peru,PTAN-0151,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184352/ERR2184352_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184352/ERR2184352_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184341,Peru,PTAN-0140,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184341/ERR2184341_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184341/ERR2184341_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184363,Peru,PTAN-0162,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184363/ERR2184363_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184363/ERR2184363_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184358,Peru,PTAN-0157,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184358/ERR2184358_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184358/ERR2184358_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184321,Peru,PTAN-0120,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184321/ERR2184321_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184321/ERR2184321_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184369,Peru,PTAN-0168,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/009/ERR2184369/ERR2184369_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/009/ERR2184369/ERR2184369_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184350,Peru,PTAN-0149,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184350/ERR2184350_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184350/ERR2184350_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184364,Peru,PTAN-0163,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/004/ERR2184364/ERR2184364_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/004/ERR2184364/ERR2184364_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184366,Peru,PTAN-0165,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184366/ERR2184366_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184366/ERR2184366_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184351,Peru,PTAN-0150,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184351/ERR2184351_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184351/ERR2184351_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184370,Peru,PTAN-0169,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184370/ERR2184370_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184370/ERR2184370_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,S,Universidad Peruana Cayetano Heredia
ERR2184347,Peru,PTAN-0146,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/007/ERR2184347/ERR2184347_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/007/ERR2184347/ERR2184347_2.fastq.gz",S,S,S,S,S,S,S,S,R,S,R,S,S,Universidad Peruana Cayetano Heredia
ERR2184368,Peru,PTAN-0167,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184368/ERR2184368_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184368/ERR2184368_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184376,Peru,PTAN-0175,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184376/ERR2184376_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/006/ERR2184376/ERR2184376_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184339,Peru,PTAN-0138,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/009/ERR2184339/ERR2184339_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/009/ERR2184339/ERR2184339_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184301,Peru,PTAN-0100,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184301/ERR2184301_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184301/ERR2184301_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184345,Peru,PTAN-0144,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/005/ERR2184345/ERR2184345_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/005/ERR2184345/ERR2184345_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184348,Peru,PTAN-0147,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184348/ERR2184348_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184348/ERR2184348_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184361,Peru,PTAN-0160,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184361/ERR2184361_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184361/ERR2184361_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184367,Peru,PTAN-0166,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/007/ERR2184367/ERR2184367_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/007/ERR2184367/ERR2184367_2.fastq.gz",S,NA,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184381,Peru,PTAN-0180,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184381/ERR2184381_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184381/ERR2184381_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184401,Peru,PTAN-0200,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184401/ERR2184401_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/001/ERR2184401/ERR2184401_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184397,Peru,PTAN-0196,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/007/ERR2184397/ERR2184397_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/007/ERR2184397/ERR2184397_2.fastq.gz",R,S,S,S,R,R,R,R,S,S,S,R,R,Universidad Peruana Cayetano Heredia
ERR2184398,Peru,PTAN-0197,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184398/ERR2184398_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184398/ERR2184398_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184380,Peru,PTAN-0179,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184380/ERR2184380_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/000/ERR2184380/ERR2184380_2.fastq.gz",S,S,S,S,S,S,S,S,NA,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184362,Peru,PTAN-0161,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184362/ERR2184362_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184362/ERR2184362_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184372,Peru,PTAN-0171,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184372/ERR2184372_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184372/ERR2184372_2.fastq.gz",S,S,S,R,I,I,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184288,Peru,PTAN-0087,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184288/ERR2184288_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2184288/ERR2184288_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184395,Peru,PTAN-0194,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/005/ERR2184395/ERR2184395_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/005/ERR2184395/ERR2184395_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184373,Peru,PTAN-0172,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184373/ERR2184373_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184373/ERR2184373_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184374,Peru,PTAN-0173,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/004/ERR2184374/ERR2184374_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/004/ERR2184374/ERR2184374_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184402,Peru,PTAN-0201,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184402/ERR2184402_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184402/ERR2184402_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184375,Peru,PTAN-0174,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/005/ERR2184375/ERR2184375_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/005/ERR2184375/ERR2184375_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Universidad Peruana Cayetano Heredia
ERR2184413,Peru,PTAN-0212,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184413/ERR2184413_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/003/ERR2184413/ERR2184413_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,S,Universidad Peruana Cayetano Heredia
